observation,frequency,state_std,state_dev,lim_std,lim_dev,tau_std,tau_dev,d,rule,dpos,trial_type,sigma_q_std,sigma_q_dev,sigma_r,ITI,duration_tones,ISI,trial_n,run_n,session_n
-1.2155,444.0920,-0.7423,0.5140,-0.6000,1.5213,16,2,3,0,3,0,0.1740,0.4330,0.5000,5,0.1000,0.6500,0,0,0
-0.9479,514.1889,-0.7436,0.5140,-0.6000,1.5213,16,2,3,0,3,0,0.1740,0.4330,0.5000,5,0.1000,0.6500,0,0,0
0.6183,1098.4473,-0.5809,0.5140,-0.6000,1.5213,16,2,3,0,3,0,0.1740,0.4330,0.5000,5,0.1000,0.6500,0,0,0
0.3698,981.6957,-0.8735,0.5140,-0.6000,1.5213,16,2,3,0,3,1,0.1740,0.4330,0.5000,5,0.1000,0.6500,0,0,0
-1.7826,316.5945,-1.0945,0.5140,-0.6000,1.5213,16,2,3,0,3,0,0.1740,0.4330,0.5000,5,0.1000,0.6500,0,0,0
-0.4047,679.7926,-0.9894,0.5140,-0.6000,1.5213,16,2,3,0,3,0,0.1740,0.4330,0.5000,5,0.1000,0.6500,0,0,0
-1.2875,426.3719,-0.7185,0.5140,-0.6000,1.5213,16,2,3,0,3,0,0.1740,0.4330,0.5000,5,0.1000,0.6500,0,0,0
-0.7611,567.4259,-0.6863,0.5140,-0.6000,1.5213,16,2,3,0,3,0,0.1740,0.4330,0.5000,5,0.1000,0.6500,0,0,0
-0.9392,516.5955,-0.6863,1.5584,-0.6000,1.5213,16,2,3,0,4,0,0.1740,0.4330,0.5000,5,0.1000,0.6500,1,0,0
-0.0494,807.5968,-0.5833,1.5584,-0.6000,1.5213,16,2,3,0,4,0,0.1740,0.4330,0.5000,5,0.1000,0.6500,1,0,0
-0.9452,514.9324,-0.7572,1.5584,-0.6000,1.5213,16,2,3,0,4,0,0.1740,0.4330,0.5000,5,0.1000,0.6500,1,0,0
-0.0939,790.6625,-0.3636,1.5584,-0.6000,1.5213,16,2,3,0,4,0,0.1740,0.4330,0.5000,5,0.1000,0.6500,1,0,0
1.7792,1811.5634,-0.1739,1.5584,-0.6000,1.5213,16,2,3,0,4,1,0.1740,0.4330,0.5000,5,0.1000,0.6500,1,0,0
