observation,frequency,state_std,state_dev,lim_std,lim_dev,tau_std,tau_dev,d,rule,dpos,trial_type,sigma_q_std,sigma_q_dev,sigma_r,ITI,duration_tones,ISI,trial_n,run_n,session_n
-0.6364,605.0646,-0.6566,-0.6026,-0.6000,-0.5646,16,2,0.5000,1,4,0,0.0174,0.0433,0.0500,5,0.1000,0.6500,0,0,0
-0.7147,581.2423,-0.6593,-0.6026,-0.6000,-0.5646,16,2,0.5000,1,4,0,0.0174,0.0433,0.0500,5,0.1000,0.6500,0,0,0
-0.6573,598.6458,-0.6703,-0.6026,-0.6000,-0.5646,16,2,0.5000,1,4,0,0.0174,0.0433,0.0500,5,0.1000,0.6500,0,0,0
-0.6532,599.9009,-0.6522,-0.6026,-0.6000,-0.5646,16,2,0.5000,1,4,0,0.0174,0.0433,0.0500,5,0.1000,0.6500,0,0,0
-0.6049,614.8535,-0.6271,-0.6026,-0.6000,-0.5646,16,2,0.5000,1,4,1,0.0174,0.0433,0.0500,5,0.1000,0.6500,0,0,0
-0.5587,629.4148,-0.5947,-0.6026,-0.6000,-0.5646,16,2,0.5000,1,4,0,0.0174,0.0433,0.0500,5,0.1000,0.6500,0,0,0
-0.5720,625.2108,-0.5933,-0.6026,-0.6000,-0.5646,16,2,0.5000,1,4,0,0.0174,0.0433,0.0500,5,0.1000,0.6500,0,0,0
-0.6034,615.3254,-0.5788,-0.6026,-0.6000,-0.5646,16,2,0.5000,1,4,0,0.0174,0.0433,0.0500,5,0.1000,0.6500,0,0,0
-0.5815,622.1984,-0.5788,-0.6140,-0.6000,-0.5646,16,2,0.5000,1,4,0,0.0174,0.0433,0.0500,5,0.1000,0.6500,1,0,0
-0.5068,646.0732,-0.5664,-0.6140,-0.6000,-0.5646,16,2,0.5000,1,4,0,0.0174,0.0433,0.0500,5,0.1000,0.6500,1,0,0
-0.5593,629.2226,-0.5255,-0.6140,-0.6000,-0.5646,16,2,0.5000,1,4,0,0.0174,0.0433,0.0500,5,0.1000,0.6500,1,0,0
-0.4639,660.1121,-0.5333,-0.6140,-0.6000,-0.5646,16,2,0.5000,1,4,0,0.0174,0.0433,0.0500,5,0.1000,0.6500,1,0,0
-0.5794,622.8552,-0.5289,-0.6140,-0.6000,-0.5646,16,2,0.5000,1,4,1,0.0174,0.0433,0.0500,5,0.1000,0.6500,1,0,0
-0.5700,625.8396,-0.5350,-0.6140,-0.6000,-0.5646,16,2,0.5000,1,4,0,0.0174,0.0433,0.0500,5,0.1000,0.6500,1,0,0
-0.4880,652.1944,-0.5405,-0.6140,-0.6000,-0.5646,16,2,0.5000,1,4,0,0.0174,0.0433,0.0500,5,0.1000,0.6500,1,0,0
-0.6331,606.0850,-0.5325,-0.6140,-0.6000,-0.5646,16,2,0.5000,1,4,0,0.0174,0.0433,0.0500,5,0.1000,0.6500,1,0,0
-0.5033,647.2304,-0.5325,-0.6270,-0.6000,-0.5646,16,2,0.5000,2,,0,0.0174,0.0433,0.0500,5,0.1000,0.6500,2,0,0
-0.4949,649.9589,-0.5417,-0.6270,-0.6000,-0.5646,16,2,0.5000,2,,0,0.0174,0.0433,0.0500,5,0.1000,0.6500,2,0,0
-0.6186,610.5801,-0.5214,-0.6270,-0.6000,-0.5646,16,2,0.5000,2,,0,0.0174,0.0433,0.0500,5,0.1000,0.6500,2,0,0
-0.5539,630.9510,-0.5356,-0.6270,-0.6000,-0.5646,16,2,0.5000,2,,0,0.0174,0.0433,0.0500,5,0.1000,0.6500,2,0,0
-0.5688,626.2257,-0.5274,-0.6270,-0.6000,-0.5646,16,2,0.5000,2,,0,0.0174,0.0433,0.0500,5,0.1000,0.6500,2,0,0
-0.5472,633.0878,-0.5722,-0.6270,-0.6000,-0.5646,16,2,0.5000,2,,0,0.0174,0.0433,0.0500,5,0.1000,0.6500,2,0,0
-0.6221,609.5172,-0.5718,-0.6270,-0.6000,-0.5646,16,2,0.5000,2,,0,0.0174,0.0433,0.0500,5,0.1000,0.6500,2,0,0
-0.5277,639.3463,-0.5778,-0.6270,-0.6000,-0.5646,16,2,0.5000,2,,0,0.0174,0.0433,0.0500,5,0.1000,0.6500,2,0,0
-0.6081,613.8665,-0.5778,-0.6461,-0.6000,-0.5646,16,2,0.5000,1,6,0,0.0174,0.0433,0.0500,5,0.1000,0.6500,3,0,0
-0.4961,649.5457,-0.5559,-0.6461,-0.6000,-0.5646,16,2,0.5000,1,6,0,0.0174,0.0433,0.0500,5,0.1000,0.6500,3,0,0
-0.5266,639.7020,-0.5784,-0.6461,-0.6000,-0.5646,16,2,0.5000,1,6,0,0.0174,0.0433,0.0500,5,0.1000,0.6500,3,0,0
-0.6331,606.1051,-0.5655,-0.6461,-0.6000,-0.5646,16,2,0.5000,1,6,0,0.0174,0.0433,0.0500,5,0.1000,0.6500,3,0,0
-0.6243,608.8334,-0.5966,-0.6461,-0.6000,-0.5646,16,2,0.5000,1,6,0,0.0174,0.0433,0.0500,5,0.1000,0.6500,3,0,0
-0.5524,631.4412,-0.5784,-0.6461,-0.6000,-0.5646,16,2,0.5000,1,6,0,0.0174,0.0433,0.0500,5,0.1000,0.6500,3,0,0
-0.7156,580.9752,-0.6227,-0.6461,-0.6000,-0.5646,16,2,0.5000,1,6,1,0.0174,0.0433,0.0500,5,0.1000,0.6500,3,0,0
-0.6055,614.6643,-0.6187,-0.6461,-0.6000,-0.5646,16,2,0.5000,1,6,0,0.0174,0.0433,0.0500,5,0.1000,0.6500,3,0,0
-0.6381,604.5493,-0.6187,-0.6148,-0.6000,-0.5646,16,2,0.5000,1,6,0,0.0174,0.0433,0.0500,5,0.1000,0.6500,4,0,0
-0.6026,615.5790,-0.6171,-0.6148,-0.6000,-0.5646,16,2,0.5000,1,6,0,0.0174,0.0433,0.0500,5,0.1000,0.6500,4,0,0
-0.6123,612.5513,-0.6062,-0.6148,-0.6000,-0.5646,16,2,0.5000,1,6,0,0.0174,0.0433,0.0500,5,0.1000,0.6500,4,0,0
-0.5738,624.6337,-0.5965,-0.6148,-0.6000,-0.5646,16,2,0.5000,1,6,0,0.0174,0.0433,0.0500,5,0.1000,0.6500,4,0,0
-0.7465,571.7432,-0.5815,-0.6148,-0.6000,-0.5646,16,2,0.5000,1,6,0,0.0174,0.0433,0.0500,5,0.1000,0.6500,4,0,0
-0.5692,626.0930,-0.5570,-0.6148,-0.6000,-0.5646,16,2,0.5000,1,6,0,0.0174,0.0433,0.0500,5,0.1000,0.6500,4,0,0
-0.5303,638.5136,-0.5881,-0.6148,-0.6000,-0.5646,16,2,0.5000,1,6,1,0.0174,0.0433,0.0500,5,0.1000,0.6500,4,0,0
-0.6016,615.9037,-0.5742,-0.6148,-0.6000,-0.5646,16,2,0.5000,1,6,0,0.0174,0.0433,0.0500,5,0.1000,0.6500,4,0,0
-0.5859,620.8144,-0.5742,-0.5494,-0.6000,-0.5646,16,2,0.5000,1,5,0,0.0174,0.0433,0.0500,5,0.1000,0.6500,5,0,0
-0.5726,625.0056,-0.5691,-0.5494,-0.6000,-0.5646,16,2,0.5000,1,5,0,0.0174,0.0433,0.0500,5,0.1000,0.6500,5,0,0
-0.6547,599.4299,-0.5818,-0.5494,-0.6000,-0.5646,16,2,0.5000,1,5,0,0.0174,0.0433,0.0500,5,0.1000,0.6500,5,0,0
-0.5730,624.9026,-0.5868,-0.5494,-0.6000,-0.5646,16,2,0.5000,1,5,0,0.0174,0.0433,0.0500,5,0.1000,0.6500,5,0,0
-0.6453,602.3314,-0.5873,-0.5494,-0.6000,-0.5646,16,2,0.5000,1,5,0,0.0174,0.0433,0.0500,5,0.1000,0.6500,5,0,0
-0.5099,645.0657,-0.5760,-0.5494,-0.6000,-0.5646,16,2,0.5000,1,5,1,0.0174,0.0433,0.0500,5,0.1000,0.6500,5,0,0
-0.5630,628.0687,-0.5786,-0.5494,-0.6000,-0.5646,16,2,0.5000,1,5,0,0.0174,0.0433,0.0500,5,0.1000,0.6500,5,0,0
-0.6185,610.6087,-0.5876,-0.5494,-0.6000,-0.5646,16,2,0.5000,1,5,0,0.0174,0.0433,0.0500,5,0.1000,0.6500,5,0,0
-0.6168,611.1604,-0.5876,-0.5377,-0.6000,-0.5646,16,2,0.5000,2,,0,0.0174,0.0433,0.0500,5,0.1000,0.6500,6,0,0
-0.6097,613.3708,-0.6137,-0.5377,-0.6000,-0.5646,16,2,0.5000,2,,0,0.0174,0.0433,0.0500,5,0.1000,0.6500,6,0,0
-0.5405,635.2362,-0.5942,-0.5377,-0.6000,-0.5646,16,2,0.5000,2,,0,0.0174,0.0433,0.0500,5,0.1000,0.6500,6,0,0
-0.6117,612.7346,-0.6154,-0.5377,-0.6000,-0.5646,16,2,0.5000,2,,0,0.0174,0.0433,0.0500,5,0.1000,0.6500,6,0,0
-0.6590,598.1190,-0.6040,-0.5377,-0.6000,-0.5646,16,2,0.5000,2,,0,0.0174,0.0433,0.0500,5,0.1000,0.6500,6,0,0
-0.6501,600.8417,-0.5971,-0.5377,-0.6000,-0.5646,16,2,0.5000,2,,0,0.0174,0.0433,0.0500,5,0.1000,0.6500,6,0,0
-0.5826,621.8676,-0.6349,-0.5377,-0.6000,-0.5646,16,2,0.5000,2,,0,0.0174,0.0433,0.0500,5,0.1000,0.6500,6,0,0
-0.5918,618.9677,-0.6271,-0.5377,-0.6000,-0.5646,16,2,0.5000,2,,0,0.0174,0.0433,0.0500,5,0.1000,0.6500,6,0,0
-0.7129,581.7819,-0.6271,-0.5996,-0.6000,-0.5646,16,2,0.5000,0,2,0,0.0174,0.0433,0.0500,5,0.1000,0.6500,7,0,0
-0.6678,595.4343,-0.6335,-0.5996,-0.6000,-0.5646,16,2,0.5000,0,2,0,0.0174,0.0433,0.0500,5,0.1000,0.6500,7,0,0
-0.6811,591.3893,-0.6230,-0.5996,-0.6000,-0.5646,16,2,0.5000,0,2,1,0.0174,0.0433,0.0500,5,0.1000,0.6500,7,0,0
-0.6637,596.6961,-0.6179,-0.5996,-0.6000,-0.5646,16,2,0.5000,0,2,0,0.0174,0.0433,0.0500,5,0.1000,0.6500,7,0,0
-0.5968,617.3843,-0.5926,-0.5996,-0.6000,-0.5646,16,2,0.5000,0,2,0,0.0174,0.0433,0.0500,5,0.1000,0.6500,7,0,0
-0.5726,625.0241,-0.5943,-0.5996,-0.6000,-0.5646,16,2,0.5000,0,2,0,0.0174,0.0433,0.0500,5,0.1000,0.6500,7,0,0
-0.5071,645.9871,-0.5665,-0.5996,-0.6000,-0.5646,16,2,0.5000,0,2,0,0.0174,0.0433,0.0500,5,0.1000,0.6500,7,0,0
-0.6274,607.8533,-0.5980,-0.5996,-0.6000,-0.5646,16,2,0.5000,0,2,0,0.0174,0.0433,0.0500,5,0.1000,0.6500,7,0,0
-0.6088,613.6341,-0.5980,-0.5544,-0.6000,-0.5646,16,2,0.5000,0,2,0,0.0174,0.0433,0.0500,5,0.1000,0.6500,8,0,0
-0.5917,619.0019,-0.6146,-0.5544,-0.6000,-0.5646,16,2,0.5000,0,2,0,0.0174,0.0433,0.0500,5,0.1000,0.6500,8,0,0
-0.5595,629.1776,-0.6080,-0.5544,-0.6000,-0.5646,16,2,0.5000,0,2,1,0.0174,0.0433,0.0500,5,0.1000,0.6500,8,0,0
-0.6255,608.4627,-0.6032,-0.5544,-0.6000,-0.5646,16,2,0.5000,0,2,0,0.0174,0.0433,0.0500,5,0.1000,0.6500,8,0,0
-0.6898,588.7451,-0.6443,-0.5544,-0.6000,-0.5646,16,2,0.5000,0,2,0,0.0174,0.0433,0.0500,5,0.1000,0.6500,8,0,0
-0.6252,608.5528,-0.6124,-0.5544,-0.6000,-0.5646,16,2,0.5000,0,2,0,0.0174,0.0433,0.0500,5,0.1000,0.6500,8,0,0
-0.6306,606.8619,-0.6165,-0.5544,-0.6000,-0.5646,16,2,0.5000,0,2,0,0.0174,0.0433,0.0500,5,0.1000,0.6500,8,0,0
-0.6087,613.6729,-0.6013,-0.5544,-0.6000,-0.5646,16,2,0.5000,0,2,0,0.0174,0.0433,0.0500,5,0.1000,0.6500,8,0,0
-0.5806,622.4938,-0.6013,-0.6205,-0.6000,-0.5646,16,2,0.5000,0,4,0,0.0174,0.0433,0.0500,5,0.1000,0.6500,9,0,0
