observation,frequency,state_std,state_dev,lim_std,lim_dev,tau_std,tau_dev,d,rule,dpos,trial_type,sigma_q_std,sigma_q_dev,sigma_r,ITI,duration_tones,ISI,trial_n,run_n,session_n
-0.7874,559.7242,-0.6745,-0.3703,-0.6000,-0.5293,16,2,0.5000,0,2,0,0.0348,0.0866,0.1000,5,0.1000,0.6500,0,0,0
-0.6437,602.8240,-0.7066,-0.3703,-0.6000,-0.5293,16,2,0.5000,0,2,0,0.0348,0.0866,0.1000,5,0.1000,0.6500,0,0,0
-0.2836,721.5009,-0.7255,-0.3703,-0.6000,-0.5293,16,2,0.5000,0,2,1,0.0348,0.0866,0.1000,5,0.1000,0.6500,0,0,0
-0.7098,582.7079,-0.7099,-0.3703,-0.6000,-0.5293,16,2,0.5000,0,2,0,0.0348,0.0866,0.1000,5,0.1000,0.6500,0,0,0
-0.6367,604.9929,-0.7235,-0.3703,-0.6000,-0.5293,16,2,0.5000,0,2,0,0.0348,0.0866,0.1000,5,0.1000,0.6500,0,0,0
-0.7550,569.2463,-0.7300,-0.3703,-0.6000,-0.5293,16,2,0.5000,0,2,0,0.0348,0.0866,0.1000,5,0.1000,0.6500,0,0,0
-0.6246,608.7392,-0.7466,-0.3703,-0.6000,-0.5293,16,2,0.5000,0,2,0,0.0348,0.0866,0.1000,5,0.1000,0.6500,0,0,0
-0.7345,575.3306,-0.7167,-0.3703,-0.6000,-0.5293,16,2,0.5000,0,2,0,0.0348,0.0866,0.1000,5,0.1000,0.6500,0,0,0
-0.6376,604.6928,-0.7167,-0.4306,-0.6000,-0.5293,16,2,0.5000,0,3,0,0.0348,0.0866,0.1000,5,0.1000,0.6500,1,0,0
-0.6964,586.7338,-0.7250,-0.4306,-0.6000,-0.5293,16,2,0.5000,0,3,0,0.0348,0.0866,0.1000,5,0.1000,0.6500,1,0,0
-0.5789,623.0212,-0.7140,-0.4306,-0.6000,-0.5293,16,2,0.5000,0,3,0,0.0348,0.0866,0.1000,5,0.1000,0.6500,1,0,0
-0.4472,665.6298,-0.7444,-0.4306,-0.6000,-0.5293,16,2,0.5000,0,3,1,0.0348,0.0866,0.1000,5,0.1000,0.6500,1,0,0
