observation,frequency,state_std,state_dev,lim_std,lim_dev,tau_std,tau_dev,d,rule,dpos,trial_type,sigma_q_std,sigma_q_dev,sigma_r,ITI,duration_tones,ISI,trial_n,run_n,session_n
-0.7901,558.9339,-0.8296,-0.2004,-0.6000,-0.2646,16,2,3,2,,0,0.0348,0.0866,0.0500,5,0.1000,0.6500,0,0,0
-0.7147,581.2494,-0.7971,-0.2004,-0.6000,-0.2646,16,2,3,2,,0,0.0348,0.0866,0.0500,5,0.1000,0.6500,0,0,0
-0.7583,568.2647,-0.7537,-0.2004,-0.6000,-0.2646,16,2,3,2,,0,0.0348,0.0866,0.0500,5,0.1000,0.6500,0,0,0
-0.8288,547.7107,-0.7398,-0.2004,-0.6000,-0.2646,16,2,3,2,,0,0.0348,0.0866,0.0500,5,0.1000,0.6500,0,0,0
-0.7538,569.5797,-0.7724,-0.2004,-0.6000,-0.2646,16,2,3,2,,0,0.0348,0.0866,0.0500,5,0.1000,0.6500,0,0,0
-0.8190,550.5253,-0.7929,-0.2004,-0.6000,-0.2646,16,2,3,2,,0,0.0348,0.0866,0.0500,5,0.1000,0.6500,0,0,0
-0.7643,566.5052,-0.7361,-0.2004,-0.6000,-0.2646,16,2,3,2,,0,0.0348,0.0866,0.0500,5,0.1000,0.6500,0,0,0
-0.8166,551.2336,-0.7920,-0.2004,-0.6000,-0.2646,16,2,3,2,,0,0.0348,0.0866,0.0500,5,0.1000,0.6500,0,0,0
-0.7354,575.0652,-0.7920,-0.1930,-0.6000,-0.2646,16,2,3,1,6,0,0.0348,0.0866,0.0500,5,0.1000,0.6500,1,0,0
-0.8693,536.1435,-0.7903,-0.1930,-0.6000,-0.2646,16,2,3,1,6,0,0.0348,0.0866,0.0500,5,0.1000,0.6500,1,0,0
-0.7720,564.2374,-0.8228,-0.1930,-0.6000,-0.2646,16,2,3,1,6,0,0.0348,0.0866,0.0500,5,0.1000,0.6500,1,0,0
-0.9280,519.7044,-0.8582,-0.1930,-0.6000,-0.2646,16,2,3,1,6,0,0.0348,0.0866,0.0500,5,0.1000,0.6500,1,0,0
-0.7173,580.4467,-0.8121,-0.1930,-0.6000,-0.2646,16,2,3,1,6,0,0.0348,0.0866,0.0500,5,0.1000,0.6500,1,0,0
-0.8767,534.0683,-0.8211,-0.1930,-0.6000,-0.2646,16,2,3,1,6,0,0.0348,0.0866,0.0500,5,0.1000,0.6500,1,0,0
-0.1730,761.2448,-0.8646,-0.1930,-0.6000,-0.2646,16,2,3,1,6,1,0.0348,0.0866,0.0500,5,0.1000,0.6500,1,0,0
-0.8627,538.0164,-0.8458,-0.1930,-0.6000,-0.2646,16,2,3,1,6,0,0.0348,0.0866,0.0500,5,0.1000,0.6500,1,0,0
-0.8575,539.5010,-0.8458,-0.2824,-0.6000,-0.2646,16,2,3,1,5,0,0.0348,0.0866,0.0500,5,0.1000,0.6500,2,0,0
-0.8300,547.3586,-0.8678,-0.2824,-0.6000,-0.2646,16,2,3,1,5,0,0.0348,0.0866,0.0500,5,0.1000,0.6500,2,0,0
-0.8911,530.0052,-0.8270,-0.2824,-0.6000,-0.2646,16,2,3,1,5,0,0.0348,0.0866,0.0500,5,0.1000,0.6500,2,0,0
-0.8186,550.6416,-0.8171,-0.2824,-0.6000,-0.2646,16,2,3,1,5,0,0.0348,0.0866,0.0500,5,0.1000,0.6500,2,0,0
-0.8038,554.9256,-0.8472,-0.2824,-0.6000,-0.2646,16,2,3,1,5,0,0.0348,0.0866,0.0500,5,0.1000,0.6500,2,0,0
-0.3391,702.1490,-0.8338,-0.2824,-0.6000,-0.2646,16,2,3,1,5,1,0.0348,0.0866,0.0500,5,0.1000,0.6500,2,0,0
-0.8288,547.7054,-0.8472,-0.2824,-0.6000,-0.2646,16,2,3,1,5,0,0.0348,0.0866,0.0500,5,0.1000,0.6500,2,0,0
-0.8178,550.8860,-0.8315,-0.2824,-0.6000,-0.2646,16,2,3,1,5,0,0.0348,0.0866,0.0500,5,0.1000,0.6500,2,0,0
-0.8481,542.1937,-0.8315,-0.1456,-0.6000,-0.2646,16,2,3,1,5,0,0.0348,0.0866,0.0500,5,0.1000,0.6500,3,0,0
-0.8724,535.2855,-0.8036,-0.1456,-0.6000,-0.2646,16,2,3,1,5,0,0.0348,0.0866,0.0500,5,0.1000,0.6500,3,0,0
-0.7044,584.3372,-0.7695,-0.1456,-0.6000,-0.2646,16,2,3,1,5,0,0.0348,0.0866,0.0500,5,0.1000,0.6500,3,0,0
-0.7995,556.1900,-0.7158,-0.1456,-0.6000,-0.2646,16,2,3,1,5,0,0.0348,0.0866,0.0500,5,0.1000,0.6500,3,0,0
-0.6996,585.7856,-0.6713,-0.1456,-0.6000,-0.2646,16,2,3,1,5,0,0.0348,0.0866,0.0500,5,0.1000,0.6500,3,0,0
-0.0998,788.4284,-0.6552,-0.1456,-0.6000,-0.2646,16,2,3,1,5,1,0.0348,0.0866,0.0500,5,0.1000,0.6500,3,0,0
-0.7024,584.9422,-0.6772,-0.1456,-0.6000,-0.2646,16,2,3,1,5,0,0.0348,0.0866,0.0500,5,0.1000,0.6500,3,0,0
-0.6474,601.6801,-0.6289,-0.1456,-0.6000,-0.2646,16,2,3,1,5,0,0.0348,0.0866,0.0500,5,0.1000,0.6500,3,0,0
-0.5071,645.9929,-0.6289,-0.1455,-0.6000,-0.2646,16,2,3,1,6,0,0.0348,0.0866,0.0500,5,0.1000,0.6500,4,0,0
-0.5922,618.8346,-0.6691,-0.1455,-0.6000,-0.2646,16,2,3,1,6,0,0.0348,0.0866,0.0500,5,0.1000,0.6500,4,0,0
-0.6095,613.4253,-0.6211,-0.1455,-0.6000,-0.2646,16,2,3,1,6,0,0.0348,0.0866,0.0500,5,0.1000,0.6500,4,0,0
-0.5658,627.1595,-0.5504,-0.1455,-0.6000,-0.2646,16,2,3,1,6,0,0.0348,0.0866,0.0500,5,0.1000,0.6500,4,0,0
-0.4859,652.8901,-0.5334,-0.1455,-0.6000,-0.2646,16,2,3,1,6,0,0.0348,0.0866,0.0500,5,0.1000,0.6500,4,0,0
-0.6060,614.5151,-0.5668,-0.1455,-0.6000,-0.2646,16,2,3,1,6,0,0.0348,0.0866,0.0500,5,0.1000,0.6500,4,0,0
-0.0664,801.1009,-0.5139,-0.1455,-0.6000,-0.2646,16,2,3,1,6,1,0.0348,0.0866,0.0500,5,0.1000,0.6500,4,0,0
-0.4942,650.1666,-0.4623,-0.1455,-0.6000,-0.2646,16,2,3,1,6,0,0.0348,0.0866,0.0500,5,0.1000,0.6500,4,0,0
