observation,frequency,state_std,state_dev,lim_std,lim_dev,tau_std,tau_dev,d,rule,dpos,trial_type,sigma_q_std,sigma_q_dev,sigma_r,ITI,duration_tones,ISI,trial_n,run_n,session_n
-0.6520,600.2799,-0.6503,-0.4626,-0.6000,-0.4999,40,5,2,1,5,0,0.0111,0.0300,0.0025,6,0.1000,0.6500,0,0,0
-0.6453,602.3372,-0.6402,-0.4626,-0.6000,-0.4999,40,5,2,1,5,0,0.0111,0.0300,0.0025,6,0.1000,0.6500,0,0,0
-0.6411,603.6195,-0.6407,-0.4626,-0.6000,-0.4999,40,5,2,1,5,0,0.0111,0.0300,0.0025,6,0.1000,0.6500,0,0,0
-0.6431,603.0156,-0.6434,-0.4626,-0.6000,-0.4999,40,5,2,1,5,0,0.0111,0.0300,0.0025,6,0.1000,0.6500,0,0,0
-0.6361,605.1760,-0.6393,-0.4626,-0.6000,-0.4999,40,5,2,1,5,0,0.0111,0.0300,0.0026,6,0.1000,0.6500,0,0,0
-0.4605,661.2231,-0.6368,-0.4626,-0.6000,-0.4999,40,5,2,1,5,1,0.0111,0.0300,0.0026,6,0.1000,0.6500,0,0,0
-0.6305,606.8931,-0.6332,-0.4626,-0.6000,-0.4999,40,5,2,1,5,0,0.0111,0.0300,0.0026,6,0.1000,0.6500,0,0,0
-0.6181,610.7464,-0.6198,-0.4626,-0.6000,-0.4999,40,5,2,1,5,0,0.0111,0.0300,0.0026,6,0.1000,0.6500,0,0,0
-0.6220,609.5518,-0.6198,-0.4506,-0.6000,-0.4999,40,5,2,1,4,0,0.0111,0.0300,0.0026,6,0.1000,0.6500,1,0,0
-0.6073,614.1109,-0.6101,-0.4506,-0.6000,-0.4999,40,5,2,1,4,0,0.0111,0.0300,0.0026,6,0.1000,0.6500,1,0,0
-0.6104,613.1410,-0.6149,-0.4506,-0.6000,-0.4999,40,5,2,1,4,0,0.0111,0.0300,0.0027,6,0.1000,0.6500,1,0,0
-0.6059,614.5407,-0.6028,-0.4506,-0.6000,-0.4999,40,5,2,1,4,0,0.0111,0.0300,0.0027,6,0.1000,0.6500,1,0,0
-0.4521,663.9932,-0.5814,-0.4506,-0.6000,-0.4999,40,5,2,1,4,1,0.0111,0.0300,0.0027,6,0.1000,0.6500,1,0,0
-0.5791,622.9688,-0.5759,-0.4506,-0.6000,-0.4999,40,5,2,1,4,0,0.0111,0.0300,0.0027,6,0.1000,0.6500,1,0,0
-0.5803,622.5913,-0.5830,-0.4506,-0.6000,-0.4999,40,5,2,1,4,0,0.0111,0.0300,0.0027,6,0.1000,0.6500,1,0,0
-0.5970,617.3230,-0.5930,-0.4506,-0.6000,-0.4999,40,5,2,1,4,0,0.0111,0.0300,0.0027,6,0.1000,0.6500,1,0,0
-0.5964,617.5235,-0.5930,-0.4200,-0.6000,-0.4999,40,5,2,1,6,0,0.0111,0.0300,0.0028,6,0.1000,0.6500,2,0,0
-0.5869,620.5180,-0.5875,-0.4200,-0.6000,-0.4999,40,5,2,1,6,0,0.0111,0.0300,0.0028,6,0.1000,0.6500,2,0,0
-0.5725,625.0374,-0.5771,-0.4200,-0.6000,-0.4999,40,5,2,1,6,0,0.0111,0.0300,0.0028,6,0.1000,0.6500,2,0,0
-0.5754,624.1486,-0.5761,-0.4200,-0.6000,-0.4999,40,5,2,1,6,0,0.0111,0.0300,0.0028,6,0.1000,0.6500,2,0,0
-0.5975,617.1921,-0.5988,-0.4200,-0.6000,-0.4999,40,5,2,1,6,0,0.0111,0.0300,0.0028,6,0.1000,0.6500,2,0,0
-0.6248,608.6592,-0.6244,-0.4200,-0.6000,-0.4999,40,5,2,1,6,0,0.0111,0.0300,0.0028,6,0.1000,0.6500,2,0,0
-0.4224,673.8561,-0.6412,-0.4200,-0.6000,-0.4999,40,5,2,1,6,1,0.0111,0.0300,0.0028,6,0.1000,0.6500,2,0,0
-0.6477,601.6025,-0.6496,-0.4200,-0.6000,-0.4999,40,5,2,1,6,0,0.0111,0.0300,0.0029,6,0.1000,0.6500,2,0,0
-0.6560,599.0417,-0.6496,-0.4122,-0.6000,-0.4999,40,5,2,1,4,0,0.0111,0.0300,0.0029,6,0.1000,0.6500,3,0,0
-0.6378,604.6534,-0.6364,-0.4122,-0.6000,-0.4999,40,5,2,1,4,0,0.0111,0.0300,0.0029,6,0.1000,0.6500,3,0,0
