observation,frequency,state_std,state_dev,lim_std,lim_dev,tau_std,tau_dev,d,rule,dpos,trial_type,sigma_q_std,sigma_q_dev,sigma_r,ITI,duration_tones,ISI,trial_n,run_n,session_n
-0.5399,635.4222,-0.5368,-0.4303,-0.6000,-0.3990,160,20,2,1,6,0,0.0112,0.0312,0.0100,6,0.1000,0.6500,0,0,0
-0.5464,633.3467,-0.5379,-0.4303,-0.6000,-0.3990,160,20,2,1,6,0,0.0112,0.0312,0.0100,6,0.1000,0.6500,0,0,0
-0.5450,633.8040,-0.5548,-0.4303,-0.6000,-0.3990,160,20,2,1,6,0,0.0112,0.0312,0.0100,6,0.1000,0.6500,0,0,0
-0.5484,632.6928,-0.5432,-0.4303,-0.6000,-0.3990,160,20,2,1,6,0,0.0112,0.0312,0.0100,6,0.1000,0.6500,0,0,0
-0.5363,636.5873,-0.5438,-0.4303,-0.6000,-0.3990,160,20,2,1,6,0,0.0112,0.0312,0.0100,6,0.1000,0.6500,0,0,0
-0.5425,634.5811,-0.5549,-0.4303,-0.6000,-0.3990,160,20,2,1,6,0,0.0112,0.0312,0.0100,6,0.1000,0.6500,0,0,0
-0.4292,671.5824,-0.5430,-0.4303,-0.6000,-0.3990,160,20,2,1,6,1,0.0112,0.0312,0.0100,6,0.1000,0.6500,0,0,0
-0.5323,637.8722,-0.5414,-0.4303,-0.6000,-0.3990,160,20,2,1,6,0,0.0112,0.0312,0.0100,6,0.1000,0.6500,0,0,0
-0.5486,632.6300,-0.5414,-0.3793,-0.6000,-0.3990,160,20,2,1,6,0,0.0112,0.0312,0.0100,6,0.1000,0.6500,1,0,0
-0.5075,645.8725,-0.5251,-0.3793,-0.6000,-0.3990,160,20,2,1,6,0,0.0112,0.0312,0.0100,6,0.1000,0.6500,1,0,0
-0.5280,639.2385,-0.5252,-0.3793,-0.6000,-0.3990,160,20,2,1,6,0,0.0112,0.0312,0.0100,6,0.1000,0.6500,1,0,0
-0.4982,648.8641,-0.5036,-0.3793,-0.6000,-0.3990,160,20,2,1,6,0,0.0112,0.0312,0.0100,6,0.1000,0.6500,1,0,0
-0.4895,651.6946,-0.5071,-0.3793,-0.6000,-0.3990,160,20,2,1,6,0,0.0112,0.0312,0.0100,6,0.1000,0.6500,1,0,0
-0.4840,653.5122,-0.4810,-0.3793,-0.6000,-0.3990,160,20,2,1,6,0,0.0112,0.0312,0.0100,6,0.1000,0.6500,1,0,0
-0.3899,684.8162,-0.4974,-0.3793,-0.6000,-0.3990,160,20,2,1,6,1,0.0112,0.0312,0.0100,6,0.1000,0.6500,1,0,0
-0.5159,643.1489,-0.5045,-0.3793,-0.6000,-0.3990,160,20,2,1,6,0,0.0112,0.0312,0.0100,6,0.1000,0.6500,1,0,0
-0.5118,644.4730,-0.5045,-0.4242,-0.6000,-0.3990,160,20,2,0,3,0,0.0112,0.0312,0.0100,6,0.1000,0.6500,2,0,0
-0.5047,646.7584,-0.5121,-0.4242,-0.6000,-0.3990,160,20,2,0,3,0,0.0112,0.0312,0.0100,6,0.1000,0.6500,2,0,0
-0.5144,643.6196,-0.5096,-0.4242,-0.6000,-0.3990,160,20,2,0,3,0,0.0112,0.0312,0.0100,6,0.1000,0.6500,2,0,0
-0.4291,671.6190,-0.5136,-0.4242,-0.6000,-0.3990,160,20,2,0,3,1,0.0112,0.0312,0.0100,6,0.1000,0.6500,2,0,0
-0.4903,651.4537,-0.4989,-0.4242,-0.6000,-0.3990,160,20,2,0,3,0,0.0112,0.0312,0.0100,6,0.1000,0.6500,2,0,0
-0.5292,638.8398,-0.5138,-0.4242,-0.6000,-0.3990,160,20,2,0,3,0,0.0112,0.0312,0.0100,6,0.1000,0.6500,2,0,0
-0.5049,646.6888,-0.5049,-0.4242,-0.6000,-0.3990,160,20,2,0,3,0,0.0112,0.0312,0.0100,6,0.1000,0.6500,2,0,0
-0.5046,646.7899,-0.4967,-0.4242,-0.6000,-0.3990,160,20,2,0,3,0,0.0112,0.0312,0.0100,6,0.1000,0.6500,2,0,0
-0.5121,644.3761,-0.4967,-0.4524,-0.6000,-0.3990,160,20,2,0,2,0,0.0112,0.0312,0.0100,6,0.1000,0.6500,3,0,0
-0.5062,646.2944,-0.5089,-0.4524,-0.6000,-0.3990,160,20,2,0,2,0,0.0112,0.0312,0.0100,6,0.1000,0.6500,3,0,0
-0.4690,658.4089,-0.5238,-0.4524,-0.6000,-0.3990,160,20,2,0,2,1,0.0112,0.0312,0.0100,6,0.1000,0.6500,3,0,0
-0.5213,641.4062,-0.5120,-0.4524,-0.6000,-0.3990,160,20,2,0,2,0,0.0112,0.0312,0.0100,6,0.1000,0.6500,3,0,0
-0.4908,651.2950,-0.5010,-0.4524,-0.6000,-0.3990,160,20,2,0,2,0,0.0112,0.0312,0.0100,6,0.1000,0.6500,3,0,0
-0.4863,652.7610,-0.4918,-0.4524,-0.6000,-0.3990,160,20,2,0,2,0,0.0112,0.0312,0.0100,6,0.1000,0.6500,3,0,0
-0.5075,645.8555,-0.5249,-0.4524,-0.6000,-0.3990,160,20,2,0,2,0,0.0112,0.0312,0.0100,6,0.1000,0.6500,3,0,0
-0.5321,637.9264,-0.5308,-0.4524,-0.6000,-0.3990,160,20,2,0,2,0,0.0112,0.0312,0.0100,6,0.1000,0.6500,3,0,0
-0.5359,636.7096,-0.5308,-0.5035,-0.6000,-0.3990,160,20,2,0,3,0,0.0112,0.0312,0.0100,6,0.1000,0.6500,4,0,0
-0.5193,642.0415,-0.5245,-0.5035,-0.6000,-0.3990,160,20,2,0,3,0,0.0112,0.0312,0.0100,6,0.1000,0.6500,4,0,0
-0.5183,642.3512,-0.5134,-0.5035,-0.6000,-0.3990,160,20,2,0,3,0,0.0112,0.0312,0.0100,6,0.1000,0.6500,4,0,0
-0.5069,646.0616,-0.5018,-0.5035,-0.6000,-0.3990,160,20,2,0,3,1,0.0112,0.0312,0.0100,6,0.1000,0.6500,4,0,0
-0.5041,646.9756,-0.4957,-0.5035,-0.6000,-0.3990,160,20,2,0,3,0,0.0112,0.0312,0.0100,6,0.1000,0.6500,4,0,0
-0.5071,645.9995,-0.5036,-0.5035,-0.6000,-0.3990,160,20,2,0,3,0,0.0112,0.0312,0.0100,6,0.1000,0.6500,4,0,0
-0.4984,648.8109,-0.5025,-0.5035,-0.6000,-0.3990,160,20,2,0,3,0,0.0112,0.0312,0.0100,6,0.1000,0.6500,4,0,0
-0.5081,645.6559,-0.5039,-0.5035,-0.6000,-0.3990,160,20,2,0,3,0,0.0112,0.0312,0.0100,6,0.1000,0.6500,4,0,0
-0.5034,647.1836,-0.5039,-0.5140,-0.6000,-0.3990,160,20,2,0,2,0,0.0112,0.0312,0.0100,6,0.1000,0.6500,5,0,0
-0.4916,651.0155,-0.4894,-0.5140,-0.6000,-0.3990,160,20,2,0,2,0,0.0112,0.0312,0.0100,6,0.1000,0.6500,5,0,0
-0.5054,646.5278,-0.4817,-0.5140,-0.6000,-0.3990,160,20,2,0,2,1,0.0112,0.0312,0.0100,6,0.1000,0.6500,5,0,0
-0.4772,655.7336,-0.4742,-0.5140,-0.6000,-0.3990,160,20,2,0,2,0,0.0112,0.0312,0.0100,6,0.1000,0.6500,5,0,0
-0.4724,657.3109,-0.4619,-0.5140,-0.6000,-0.3990,160,20,2,0,2,0,0.0112,0.0312,0.0100,6,0.1000,0.6500,5,0,0
-0.4584,661.9042,-0.4620,-0.5140,-0.6000,-0.3990,160,20,2,0,2,0,0.0112,0.0312,0.0100,6,0.1000,0.6500,5,0,0
-0.4650,659.7527,-0.4571,-0.5140,-0.6000,-0.3990,160,20,2,0,2,0,0.0112,0.0312,0.0100,6,0.1000,0.6500,5,0,0
-0.4590,661.6988,-0.4673,-0.5140,-0.6000,-0.3990,160,20,2,0,2,0,0.0112,0.0312,0.0100,6,0.1000,0.6500,5,0,0
-0.4740,656.7717,-0.4673,-0.4843,-0.6000,-0.3990,160,20,2,0,4,0,0.0112,0.0312,0.0100,6,0.1000,0.6500,6,0,0
-0.4654,659.6050,-0.4717,-0.4843,-0.6000,-0.3990,160,20,2,0,4,0,0.0112,0.0312,0.0100,6,0.1000,0.6500,6,0,0
-0.4834,653.6907,-0.4885,-0.4843,-0.6000,-0.3990,160,20,2,0,4,0,0.0112,0.0312,0.0100,6,0.1000,0.6500,6,0,0
-0.4862,652.7868,-0.4882,-0.4843,-0.6000,-0.3990,160,20,2,0,4,0,0.0112,0.0312,0.0100,6,0.1000,0.6500,6,0,0
-0.4782,655.3864,-0.4843,-0.4843,-0.6000,-0.3990,160,20,2,0,4,1,0.0112,0.0312,0.0100,6,0.1000,0.6500,6,0,0
-0.4938,650.3039,-0.4915,-0.4843,-0.6000,-0.3990,160,20,2,0,4,0,0.0112,0.0312,0.0100,6,0.1000,0.6500,6,0,0
-0.4640,660.0540,-0.4710,-0.4843,-0.6000,-0.3990,160,20,2,0,4,0,0.0112,0.0312,0.0100,6,0.1000,0.6500,6,0,0
-0.4636,660.2034,-0.4631,-0.4843,-0.6000,-0.3990,160,20,2,0,4,0,0.0112,0.0312,0.0100,6,0.1000,0.6500,6,0,0
-0.4617,660.8119,-0.4631,-0.5118,-0.6000,-0.3990,160,20,2,0,4,0,0.0112,0.0312,0.0100,6,0.1000,0.6500,7,0,0
-0.4888,651.9351,-0.4758,-0.5118,-0.6000,-0.3990,160,20,2,0,4,0,0.0112,0.0312,0.0100,6,0.1000,0.6500,7,0,0
-0.4810,654.4706,-0.4833,-0.5118,-0.6000,-0.3990,160,20,2,0,4,0,0.0112,0.0312,0.0100,6,0.1000,0.6500,7,0,0
-0.4885,652.0343,-0.4826,-0.5118,-0.6000,-0.3990,160,20,2,0,4,0,0.0112,0.0312,0.0100,6,0.1000,0.6500,7,0,0
-0.5082,645.6389,-0.4893,-0.5118,-0.6000,-0.3990,160,20,2,0,4,1,0.0112,0.0312,0.0100,6,0.1000,0.6500,7,0,0
-0.4778,655.5269,-0.4737,-0.5118,-0.6000,-0.3990,160,20,2,0,4,0,0.0112,0.0312,0.0100,6,0.1000,0.6500,7,0,0
-0.4785,655.3205,-0.4847,-0.5118,-0.6000,-0.3990,160,20,2,0,4,0,0.0112,0.0312,0.0100,6,0.1000,0.6500,7,0,0
-0.4669,659.1127,-0.4601,-0.5118,-0.6000,-0.3990,160,20,2,0,4,0,0.0112,0.0312,0.0100,6,0.1000,0.6500,7,0,0
-0.4647,659.8501,-0.4601,-0.5007,-0.6000,-0.3990,160,20,2,0,2,0,0.0112,0.0312,0.0100,6,0.1000,0.6500,8,0,0
-0.4613,660.9645,-0.4509,-0.5007,-0.6000,-0.3990,160,20,2,0,2,0,0.0112,0.0312,0.0100,6,0.1000,0.6500,8,0,0
-0.5005,648.1447,-0.4467,-0.5007,-0.6000,-0.3990,160,20,2,0,2,1,0.0112,0.0312,0.0100,6,0.1000,0.6500,8,0,0
-0.4448,666.4136,-0.4434,-0.5007,-0.6000,-0.3990,160,20,2,0,2,0,0.0112,0.0312,0.0100,6,0.1000,0.6500,8,0,0
-0.4750,656.4493,-0.4667,-0.5007,-0.6000,-0.3990,160,20,2,0,2,0,0.0112,0.0312,0.0100,6,0.1000,0.6500,8,0,0
-0.4286,671.7985,-0.4493,-0.5007,-0.6000,-0.3990,160,20,2,0,2,0,0.0112,0.0312,0.0100,6,0.1000,0.6500,8,0,0
-0.4354,669.5365,-0.4368,-0.5007,-0.6000,-0.3990,160,20,2,0,2,0,0.0112,0.0312,0.0100,6,0.1000,0.6500,8,0,0
-0.4248,673.0736,-0.4267,-0.5007,-0.6000,-0.3990,160,20,2,0,2,0,0.0112,0.0312,0.0100,6,0.1000,0.6500,8,0,0
-0.4171,675.6454,-0.4267,-0.4894,-0.6000,-0.3990,160,20,2,1,4,0,0.0112,0.0312,0.0100,6,0.1000,0.6500,9,0,0
-0.4177,675.4281,-0.4220,-0.4894,-0.6000,-0.3990,160,20,2,1,4,0,0.0112,0.0312,0.0100,6,0.1000,0.6500,9,0,0
-0.4384,668.5391,-0.4340,-0.4894,-0.6000,-0.3990,160,20,2,1,4,0,0.0112,0.0312,0.0100,6,0.1000,0.6500,9,0,0
