observation,frequency,state_std,state_dev,lim_std,lim_dev,tau_std,tau_dev,d,rule,dpos,trial_type,sigma_q_std,sigma_q_dev,sigma_r,ITI,duration_tones,ISI,trial_n,run_n,session_n
-0.5928,618.6489,-0.6217,-0.4553,-0.6000,-0.5441,16,2,0.5000,0,4,0,0.0348,0.0866,0.0500,5,0.1000,0.6500,0,0,0
-0.6575,598.5925,-0.5923,-0.4553,-0.6000,-0.5441,16,2,0.5000,0,4,0,0.0348,0.0866,0.0500,5,0.1000,0.6500,0,0,0
-0.7006,585.4936,-0.6117,-0.4553,-0.6000,-0.5441,16,2,0.5000,0,4,0,0.0348,0.0866,0.0500,5,0.1000,0.6500,0,0,0
-0.5497,632.2781,-0.5893,-0.4553,-0.6000,-0.5441,16,2,0.5000,0,4,0,0.0348,0.0866,0.0500,5,0.1000,0.6500,0,0,0
-0.4420,667.3543,-0.5714,-0.4553,-0.6000,-0.5441,16,2,0.5000,0,4,1,0.0348,0.0866,0.0500,5,0.1000,0.6500,0,0,0
-0.4942,650.1827,-0.5345,-0.4553,-0.6000,-0.5441,16,2,0.5000,0,4,0,0.0348,0.0866,0.0500,5,0.1000,0.6500,0,0,0
-0.6130,612.3295,-0.5311,-0.4553,-0.6000,-0.5441,16,2,0.5000,0,4,0,0.0348,0.0866,0.0500,5,0.1000,0.6500,0,0,0
-0.5780,623.3205,-0.5748,-0.4553,-0.6000,-0.5441,16,2,0.5000,0,4,0,0.0348,0.0866,0.0500,5,0.1000,0.6500,0,0,0
-0.5389,635.7299,-0.5748,-0.5419,-0.6000,-0.5441,16,2,0.5000,2,,0,0.0348,0.0866,0.0500,5,0.1000,0.6500,1,0,0
-0.5308,638.3555,-0.5636,-0.5419,-0.6000,-0.5441,16,2,0.5000,2,,0,0.0348,0.0866,0.0500,5,0.1000,0.6500,1,0,0
-0.6625,597.0534,-0.5823,-0.5419,-0.6000,-0.5441,16,2,0.5000,2,,0,0.0348,0.0866,0.0500,5,0.1000,0.6500,1,0,0
-0.4861,652.8148,-0.5429,-0.5419,-0.6000,-0.5441,16,2,0.5000,2,,0,0.0348,0.0866,0.0500,5,0.1000,0.6500,1,0,0
-0.4246,673.1316,-0.5346,-0.5419,-0.6000,-0.5441,16,2,0.5000,2,,0,0.0348,0.0866,0.0500,5,0.1000,0.6500,1,0,0
-0.4490,665.0262,-0.4426,-0.5419,-0.6000,-0.5441,16,2,0.5000,2,,0,0.0348,0.0866,0.0500,5,0.1000,0.6500,1,0,0
-0.4232,673.5947,-0.3962,-0.5419,-0.6000,-0.5441,16,2,0.5000,2,,0,0.0348,0.0866,0.0500,5,0.1000,0.6500,1,0,0
-0.4307,671.1048,-0.4533,-0.5419,-0.6000,-0.5441,16,2,0.5000,2,,0,0.0348,0.0866,0.0500,5,0.1000,0.6500,1,0,0
-0.5359,636.7091,-0.4533,-0.5113,-0.6000,-0.5441,16,2,0.5000,1,4,0,0.0348,0.0866,0.0500,5,0.1000,0.6500,2,0,0
-0.6130,612.3293,-0.4754,-0.5113,-0.6000,-0.5441,16,2,0.5000,1,4,0,0.0348,0.0866,0.0500,5,0.1000,0.6500,2,0,0
-0.4636,660.1990,-0.4938,-0.5113,-0.6000,-0.5441,16,2,0.5000,1,4,0,0.0348,0.0866,0.0500,5,0.1000,0.6500,2,0,0
-0.3565,696.1647,-0.4488,-0.5113,-0.6000,-0.5441,16,2,0.5000,1,4,0,0.0348,0.0866,0.0500,5,0.1000,0.6500,2,0,0
-0.4793,655.0330,-0.4759,-0.5113,-0.6000,-0.5441,16,2,0.5000,1,4,1,0.0348,0.0866,0.0500,5,0.1000,0.6500,2,0,0
