observation,frequency,state_std,state_dev,lim_std,lim_dev,tau_std,tau_dev,d,rule,dpos,trial_type,sigma_q_std,sigma_q_dev,sigma_r,ITI,duration_tones,ISI,trial_n,run_n,session_n
-0.5746,624.3876,-0.5730,-0.4409,-0.6000,-0.4999,40,5,2,2,,0,0.0111,0.0300,0.0025,6,0.1000,0.6500,0,0,0
-0.5900,619.5385,-0.5899,-0.4409,-0.6000,-0.4999,40,5,2,2,,0,0.0111,0.0300,0.0025,6,0.1000,0.6500,0,0,0
-0.5938,618.3321,-0.5935,-0.4409,-0.6000,-0.4999,40,5,2,2,,0,0.0111,0.0300,0.0025,6,0.1000,0.6500,0,0,0
-0.5801,622.6445,-0.5815,-0.4409,-0.6000,-0.4999,40,5,2,2,,0,0.0111,0.0300,0.0025,6,0.1000,0.6500,0,0,0
-0.5912,619.1629,-0.5886,-0.4409,-0.6000,-0.4999,40,5,2,2,,0,0.0111,0.0300,0.0026,6,0.1000,0.6500,0,0,0
-0.5830,621.7218,-0.5842,-0.4409,-0.6000,-0.4999,40,5,2,2,,0,0.0111,0.0300,0.0026,6,0.1000,0.6500,0,0,0
-0.5783,623.2207,-0.5795,-0.4409,-0.6000,-0.4999,40,5,2,2,,0,0.0111,0.0300,0.0026,6,0.1000,0.6500,0,0,0
-0.5644,627.6097,-0.5626,-0.4409,-0.6000,-0.4999,40,5,2,2,,0,0.0111,0.0300,0.0026,6,0.1000,0.6500,0,0,0
-0.5621,628.3476,-0.5626,-0.4417,-0.6000,-0.4999,40,5,2,1,6,0,0.0111,0.0300,0.0026,6,0.1000,0.6500,1,0,0
-0.5489,632.5527,-0.5494,-0.4417,-0.6000,-0.4999,40,5,2,1,6,0,0.0111,0.0300,0.0026,6,0.1000,0.6500,1,0,0
-0.5573,629.8691,-0.5572,-0.4417,-0.6000,-0.4999,40,5,2,1,6,0,0.0111,0.0300,0.0027,6,0.1000,0.6500,1,0,0
-0.5681,626.4318,-0.5680,-0.4417,-0.6000,-0.4999,40,5,2,1,6,0,0.0111,0.0300,0.0027,6,0.1000,0.6500,1,0,0
-0.5795,622.8433,-0.5816,-0.4417,-0.6000,-0.4999,40,5,2,1,6,0,0.0111,0.0300,0.0027,6,0.1000,0.6500,1,0,0
-0.5578,629.7223,-0.5598,-0.4417,-0.6000,-0.4999,40,5,2,1,6,0,0.0111,0.0300,0.0027,6,0.1000,0.6500,1,0,0
-0.4383,668.5550,-0.5576,-0.4417,-0.6000,-0.4999,40,5,2,1,6,1,0.0111,0.0300,0.0027,6,0.1000,0.6500,1,0,0
-0.5687,626.2521,-0.5605,-0.4417,-0.6000,-0.4999,40,5,2,1,6,0,0.0111,0.0300,0.0027,6,0.1000,0.6500,1,0,0
-0.5578,629.7067,-0.5605,-0.4570,-0.6000,-0.4999,40,5,2,1,4,0,0.0111,0.0300,0.0028,6,0.1000,0.6500,2,0,0
-0.5527,631.3404,-0.5516,-0.4570,-0.6000,-0.4999,40,5,2,1,4,0,0.0111,0.0300,0.0028,6,0.1000,0.6500,2,0,0
-0.5742,624.5125,-0.5726,-0.4570,-0.6000,-0.4999,40,5,2,1,4,0,0.0111,0.0300,0.0028,6,0.1000,0.6500,2,0,0
