observation,frequency,state_std,state_dev,lim_std,lim_dev,tau_std,tau_dev,d,rule,dpos,trial_type,sigma_q_std,sigma_q_dev,sigma_r,ITI,duration_tones,ISI,trial_n,run_n,session_n
-0.7022,585.0082,-0.7007,-0.5569,-0.6000,-0.4999,40,5,2,1,5,0,0.0111,0.0300,0.0025,6,0.1000,0.6500,0,0,0
-0.6901,588.6626,-0.6906,-0.5569,-0.6000,-0.4999,40,5,2,1,5,0,0.0111,0.0300,0.0025,6,0.1000,0.6500,0,0,0
-0.6865,589.7517,-0.6844,-0.5569,-0.6000,-0.4999,40,5,2,1,5,0,0.0111,0.0300,0.0025,6,0.1000,0.6500,0,0,0
-0.6874,589.4699,-0.6871,-0.5569,-0.6000,-0.4999,40,5,2,1,5,0,0.0111,0.0300,0.0025,6,0.1000,0.6500,0,0,0
-0.6672,595.6089,-0.6673,-0.5569,-0.6000,-0.4999,40,5,2,1,5,0,0.0111,0.0300,0.0026,6,0.1000,0.6500,0,0,0
-0.5622,628.3198,-0.6751,-0.5569,-0.6000,-0.4999,40,5,2,1,5,1,0.0111,0.0300,0.0026,6,0.1000,0.6500,0,0,0
-0.6584,598.3133,-0.6558,-0.5569,-0.6000,-0.4999,40,5,2,1,5,0,0.0111,0.0300,0.0026,6,0.1000,0.6500,0,0,0
-0.6598,597.8742,-0.6606,-0.5569,-0.6000,-0.4999,40,5,2,1,5,0,0.0111,0.0300,0.0026,6,0.1000,0.6500,0,0,0
-0.6612,597.4470,-0.6606,-0.5455,-0.6000,-0.4999,40,5,2,1,6,0,0.0111,0.0300,0.0026,6,0.1000,0.6500,1,0,0
-0.6573,598.6395,-0.6560,-0.5455,-0.6000,-0.4999,40,5,2,1,6,0,0.0111,0.0300,0.0026,6,0.1000,0.6500,1,0,0
-0.6353,605.4097,-0.6364,-0.5455,-0.6000,-0.4999,40,5,2,1,6,0,0.0111,0.0300,0.0027,6,0.1000,0.6500,1,0,0
-0.6288,607.4335,-0.6307,-0.5455,-0.6000,-0.4999,40,5,2,1,6,0,0.0111,0.0300,0.0027,6,0.1000,0.6500,1,0,0
-0.6373,604.7933,-0.6386,-0.5455,-0.6000,-0.4999,40,5,2,1,6,0,0.0111,0.0300,0.0027,6,0.1000,0.6500,1,0,0
-0.6289,607.3910,-0.6292,-0.5455,-0.6000,-0.4999,40,5,2,1,6,0,0.0111,0.0300,0.0027,6,0.1000,0.6500,1,0,0
-0.5483,632.7259,-0.6291,-0.5455,-0.6000,-0.4999,40,5,2,1,6,1,0.0111,0.0300,0.0027,6,0.1000,0.6500,1,0,0
-0.6196,610.2803,-0.6246,-0.5455,-0.6000,-0.4999,40,5,2,1,6,0,0.0111,0.0300,0.0027,6,0.1000,0.6500,1,0,0
-0.6274,607.8622,-0.6246,-0.4905,-0.6000,-0.4999,40,5,2,1,6,0,0.0111,0.0300,0.0028,6,0.1000,0.6500,2,0,0
-0.6110,612.9563,-0.6132,-0.4905,-0.6000,-0.4999,40,5,2,1,6,0,0.0111,0.0300,0.0028,6,0.1000,0.6500,2,0,0
-0.6181,610.7348,-0.6198,-0.4905,-0.6000,-0.4999,40,5,2,1,6,0,0.0111,0.0300,0.0028,6,0.1000,0.6500,2,0,0
-0.6223,609.4547,-0.6220,-0.4905,-0.6000,-0.4999,40,5,2,1,6,0,0.0111,0.0300,0.0028,6,0.1000,0.6500,2,0,0
-0.6101,613.2508,-0.6092,-0.4905,-0.6000,-0.4999,40,5,2,1,6,0,0.0111,0.0300,0.0028,6,0.1000,0.6500,2,0,0
-0.6112,612.8931,-0.6098,-0.4905,-0.6000,-0.4999,40,5,2,1,6,0,0.0111,0.0300,0.0028,6,0.1000,0.6500,2,0,0
-0.4928,650.6455,-0.6110,-0.4905,-0.6000,-0.4999,40,5,2,1,6,1,0.0111,0.0300,0.0028,6,0.1000,0.6500,2,0,0
-0.6193,610.3905,-0.6196,-0.4905,-0.6000,-0.4999,40,5,2,1,6,0,0.0111,0.0300,0.0029,6,0.1000,0.6500,2,0,0
-0.6203,610.0530,-0.6196,-0.5125,-0.6000,-0.4999,40,5,2,1,4,0,0.0111,0.0300,0.0029,6,0.1000,0.6500,3,0,0
-0.6092,613.5294,-0.6120,-0.5125,-0.6000,-0.4999,40,5,2,1,4,0,0.0111,0.0300,0.0029,6,0.1000,0.6500,3,0,0
-0.6178,610.8396,-0.6174,-0.5125,-0.6000,-0.4999,40,5,2,1,4,0,0.0111,0.0300,0.0029,6,0.1000,0.6500,3,0,0
-0.6250,608.6097,-0.6270,-0.5125,-0.6000,-0.4999,40,5,2,1,4,0,0.0111,0.0300,0.0029,6,0.1000,0.6500,3,0,0
-0.5099,645.0863,-0.6241,-0.5125,-0.6000,-0.4999,40,5,2,1,4,1,0.0111,0.0300,0.0029,6,0.1000,0.6500,3,0,0
-0.6127,612.4342,-0.6137,-0.5125,-0.6000,-0.4999,40,5,2,1,4,0,0.0111,0.0300,0.0030,6,0.1000,0.6500,3,0,0
-0.6113,612.8774,-0.6078,-0.5125,-0.6000,-0.4999,40,5,2,1,4,0,0.0111,0.0300,0.0030,6,0.1000,0.6500,3,0,0
-0.6066,614.3225,-0.6047,-0.5125,-0.6000,-0.4999,40,5,2,1,4,0,0.0111,0.0300,0.0030,6,0.1000,0.6500,3,0,0
-0.6036,615.2558,-0.6047,-0.5012,-0.6000,-0.4999,40,5,2,0,4,0,0.0111,0.0300,0.0030,6,0.1000,0.6500,4,0,0
