observation,frequency,state_std,state_dev,lim_std,lim_dev,tau_std,tau_dev,d,rule,dpos,trial_type,sigma_q_std,sigma_q_dev,sigma_r,ITI,duration_tones,ISI,trial_n,run_n,session_n
-0.6903,588.5892,-0.6886,-0.4073,-0.6000,-0.4995,40,5,1,2,,0,0.0222,0.0600,0.0100,6,0.1000,0.6500,0,0,0
-0.7044,584.3472,-0.6979,-0.4073,-0.6000,-0.4995,40,5,1,2,,0,0.0222,0.0600,0.0100,6,0.1000,0.6500,0,0,0
-0.6920,588.0871,-0.7027,-0.4073,-0.6000,-0.4995,40,5,1,2,,0,0.0222,0.0600,0.0100,6,0.1000,0.6500,0,0,0
-0.7232,578.7036,-0.7247,-0.4073,-0.6000,-0.4995,40,5,1,2,,0,0.0222,0.0600,0.0100,6,0.1000,0.6500,0,0,0
-0.7231,578.7235,-0.7163,-0.4073,-0.6000,-0.4995,40,5,1,2,,0,0.0222,0.0600,0.0100,6,0.1000,0.6500,0,0,0
-0.7269,577.5935,-0.7223,-0.4073,-0.6000,-0.4995,40,5,1,2,,0,0.0222,0.0600,0.0100,6,0.1000,0.6500,0,0,0
-0.7433,572.7116,-0.7491,-0.4073,-0.6000,-0.4995,40,5,1,2,,0,0.0222,0.0600,0.0100,6,0.1000,0.6500,0,0,0
-0.7811,561.5475,-0.7727,-0.4073,-0.6000,-0.4995,40,5,1,2,,0,0.0222,0.0600,0.0100,6,0.1000,0.6500,0,0,0
-0.7949,557.5137,-0.7727,-0.3263,-0.6000,-0.4995,40,5,1,1,6,0,0.0222,0.0600,0.0100,6,0.1000,0.6500,1,0,0
-0.7813,561.4995,-0.7759,-0.3263,-0.6000,-0.4995,40,5,1,1,6,0,0.0222,0.0600,0.0100,6,0.1000,0.6500,1,0,0
-0.7782,562.4145,-0.7538,-0.3263,-0.6000,-0.4995,40,5,1,1,6,0,0.0222,0.0600,0.0100,6,0.1000,0.6500,1,0,0
-0.7501,570.6747,-0.7681,-0.3263,-0.6000,-0.4995,40,5,1,1,6,0,0.0222,0.0600,0.0100,6,0.1000,0.6500,1,0,0
-0.7629,566.9107,-0.7804,-0.3263,-0.6000,-0.4995,40,5,1,1,6,0,0.0222,0.0600,0.0100,6,0.1000,0.6500,1,0,0
-0.7919,558.4028,-0.7902,-0.3263,-0.6000,-0.4995,40,5,1,1,6,0,0.0222,0.0600,0.0100,6,0.1000,0.6500,1,0,0
-0.3109,711.9384,-0.7726,-0.3263,-0.6000,-0.4995,40,5,1,1,6,1,0.0222,0.0600,0.0100,6,0.1000,0.6500,1,0,0
-0.7670,565.7074,-0.7700,-0.3263,-0.6000,-0.4995,40,5,1,1,6,0,0.0222,0.0600,0.0100,6,0.1000,0.6500,1,0,0
-0.7573,568.5526,-0.7700,-0.3268,-0.6000,-0.4995,40,5,1,1,4,0,0.0222,0.0600,0.0100,6,0.1000,0.6500,2,0,0
-0.7847,560.5031,-0.7721,-0.3268,-0.6000,-0.4995,40,5,1,1,4,0,0.0222,0.0600,0.0100,6,0.1000,0.6500,2,0,0
-0.7503,570.6214,-0.7497,-0.3268,-0.6000,-0.4995,40,5,1,1,4,0,0.0222,0.0600,0.0100,6,0.1000,0.6500,2,0,0
-0.6843,590.4109,-0.6994,-0.3268,-0.6000,-0.4995,40,5,1,1,4,0,0.0222,0.0600,0.0100,6,0.1000,0.6500,2,0,0
-0.3122,711.4714,-0.6925,-0.3268,-0.6000,-0.4995,40,5,1,1,4,1,0.0222,0.0600,0.0100,6,0.1000,0.6500,2,0,0
-0.6969,586.5824,-0.7018,-0.3268,-0.6000,-0.4995,40,5,1,1,4,0,0.0222,0.0600,0.0100,6,0.1000,0.6500,2,0,0
