observation,frequency,state_std,state_dev,lim_std,lim_dev,tau_std,tau_dev,d,rule,dpos,trial_type,sigma_q_std,sigma_q_dev,sigma_r,ITI,duration_tones,ISI,trial_n,run_n,session_n
-0.5894,619.7304,-0.5737,-0.3968,-0.6000,-0.3990,240,30,2,1,6,0,0.0091,0.0256,0.0100,6,0.1000,0.6500,0,0,0
-0.5845,621.2513,-0.5679,-0.3968,-0.6000,-0.3990,240,30,2,1,6,0,0.0091,0.0256,0.0100,6,0.1000,0.6500,0,0,0
-0.5613,628.5975,-0.5760,-0.3968,-0.6000,-0.3990,240,30,2,1,6,0,0.0091,0.0256,0.0100,6,0.1000,0.6500,0,0,0
-0.5815,622.2068,-0.5910,-0.3968,-0.6000,-0.3990,240,30,2,1,6,0,0.0091,0.0256,0.0100,6,0.1000,0.6500,0,0,0
-0.5729,624.9294,-0.5766,-0.3968,-0.6000,-0.3990,240,30,2,1,6,0,0.0091,0.0256,0.0100,6,0.1000,0.6500,0,0,0
-0.5857,620.8761,-0.5761,-0.3968,-0.6000,-0.3990,240,30,2,1,6,0,0.0091,0.0256,0.0100,6,0.1000,0.6500,0,0,0
-0.4098,678.0870,-0.5885,-0.3968,-0.6000,-0.3990,240,30,2,1,6,1,0.0091,0.0256,0.0100,6,0.1000,0.6500,0,0,0
-0.5889,619.8658,-0.5741,-0.3968,-0.6000,-0.3990,240,30,2,1,6,0,0.0091,0.0256,0.0100,6,0.1000,0.6500,0,0,0
-0.5827,621.8268,-0.5741,-0.4428,-0.6000,-0.3990,240,30,2,1,4,0,0.0091,0.0256,0.0100,6,0.1000,0.6500,1,0,0
-0.5902,619.4693,-0.5823,-0.4428,-0.6000,-0.3990,240,30,2,1,4,0,0.0091,0.0256,0.0100,6,0.1000,0.6500,1,0,0
-0.5872,620.4240,-0.5759,-0.4428,-0.6000,-0.3990,240,30,2,1,4,0,0.0091,0.0256,0.0100,6,0.1000,0.6500,1,0,0
-0.5945,618.1319,-0.5940,-0.4428,-0.6000,-0.3990,240,30,2,1,4,0,0.0091,0.0256,0.0100,6,0.1000,0.6500,1,0,0
-0.4416,667.4645,-0.5859,-0.4428,-0.6000,-0.3990,240,30,2,1,4,1,0.0091,0.0256,0.0100,6,0.1000,0.6500,1,0,0
-0.5510,631.8854,-0.5706,-0.4428,-0.6000,-0.3990,240,30,2,1,4,0,0.0091,0.0256,0.0100,6,0.1000,0.6500,1,0,0
-0.5859,620.8068,-0.5685,-0.4428,-0.6000,-0.3990,240,30,2,1,4,0,0.0091,0.0256,0.0100,6,0.1000,0.6500,1,0,0
-0.5662,627.0486,-0.5683,-0.4428,-0.6000,-0.3990,240,30,2,1,4,0,0.0091,0.0256,0.0100,6,0.1000,0.6500,1,0,0
-0.5515,631.7247,-0.5683,-0.4693,-0.6000,-0.3990,240,30,2,1,6,0,0.0091,0.0256,0.0100,6,0.1000,0.6500,2,0,0
-0.5585,629.4926,-0.5709,-0.4693,-0.6000,-0.3990,240,30,2,1,6,0,0.0091,0.0256,0.0100,6,0.1000,0.6500,2,0,0
-0.5875,620.3219,-0.5687,-0.4693,-0.6000,-0.3990,240,30,2,1,6,0,0.0091,0.0256,0.0100,6,0.1000,0.6500,2,0,0
-0.5668,626.8690,-0.5778,-0.4693,-0.6000,-0.3990,240,30,2,1,6,0,0.0091,0.0256,0.0100,6,0.1000,0.6500,2,0,0
-0.5756,624.0729,-0.5821,-0.4693,-0.6000,-0.3990,240,30,2,1,6,0,0.0091,0.0256,0.0100,6,0.1000,0.6500,2,0,0
-0.6131,612.3019,-0.5951,-0.4693,-0.6000,-0.3990,240,30,2,1,6,0,0.0091,0.0256,0.0100,6,0.1000,0.6500,2,0,0
-0.4582,661.9664,-0.6061,-0.4693,-0.6000,-0.3990,240,30,2,1,6,1,0.0091,0.0256,0.0100,6,0.1000,0.6500,2,0,0
-0.5959,617.6927,-0.6200,-0.4693,-0.6000,-0.3990,240,30,2,1,6,0,0.0091,0.0256,0.0100,6,0.1000,0.6500,2,0,0
