observation,frequency,state_std,state_dev,lim_std,lim_dev,tau_std,tau_dev,d,rule,dpos,trial_type,sigma_q_std,sigma_q_dev,sigma_r,ITI,duration_tones,ISI,trial_n,run_n,session_n
-0.5754,624.1449,-0.5680,-0.5357,-0.6000,-0.5498,240,30,1,1,6,0,0.0046,0.0128,0.0050,6,0.1000,0.6500,0,0,0
-0.5667,626.8964,-0.5646,-0.5357,-0.6000,-0.5498,240,30,1,1,6,0,0.0046,0.0128,0.0050,6,0.1000,0.6500,0,0,0
-0.5716,625.3333,-0.5632,-0.5357,-0.6000,-0.5498,240,30,1,1,6,0,0.0046,0.0128,0.0050,6,0.1000,0.6500,0,0,0
-0.5651,627.3921,-0.5624,-0.5357,-0.6000,-0.5498,240,30,1,1,6,0,0.0046,0.0128,0.0050,6,0.1000,0.6500,0,0,0
-0.5545,630.7558,-0.5620,-0.5357,-0.6000,-0.5498,240,30,1,1,6,0,0.0046,0.0128,0.0050,6,0.1000,0.6500,0,0,0
-0.5567,630.0767,-0.5629,-0.5357,-0.6000,-0.5498,240,30,1,1,6,0,0.0046,0.0128,0.0050,6,0.1000,0.6500,0,0,0
-0.5321,637.9221,-0.5522,-0.5357,-0.6000,-0.5498,240,30,1,1,6,1,0.0046,0.0128,0.0050,6,0.1000,0.6500,0,0,0
-0.5675,626.6452,-0.5585,-0.5357,-0.6000,-0.5498,240,30,1,1,6,0,0.0046,0.0128,0.0050,6,0.1000,0.6500,0,0,0
-0.5629,628.0847,-0.5585,-0.5244,-0.6000,-0.5498,240,30,1,1,4,0,0.0046,0.0128,0.0050,6,0.1000,0.6500,1,0,0
-0.5577,629.7512,-0.5553,-0.5244,-0.6000,-0.5498,240,30,1,1,4,0,0.0046,0.0128,0.0050,6,0.1000,0.6500,1,0,0
-0.5531,631.2211,-0.5558,-0.5244,-0.6000,-0.5498,240,30,1,1,4,0,0.0046,0.0128,0.0050,6,0.1000,0.6500,1,0,0
-0.5534,631.1240,-0.5575,-0.5244,-0.6000,-0.5498,240,30,1,1,4,0,0.0046,0.0128,0.0050,6,0.1000,0.6500,1,0,0
-0.5239,640.5707,-0.5621,-0.5244,-0.6000,-0.5498,240,30,1,1,4,1,0.0046,0.0128,0.0050,6,0.1000,0.6500,1,0,0
-0.5568,630.0410,-0.5619,-0.5244,-0.6000,-0.5498,240,30,1,1,4,0,0.0046,0.0128,0.0050,6,0.1000,0.6500,1,0,0
-0.5636,627.8847,-0.5640,-0.5244,-0.6000,-0.5498,240,30,1,1,4,0,0.0046,0.0128,0.0050,6,0.1000,0.6500,1,0,0
-0.5573,629.8807,-0.5653,-0.5244,-0.6000,-0.5498,240,30,1,1,4,0,0.0046,0.0128,0.0050,6,0.1000,0.6500,1,0,0
-0.5670,626.7766,-0.5653,-0.5282,-0.6000,-0.5498,240,30,1,1,4,0,0.0046,0.0128,0.0050,6,0.1000,0.6500,2,0,0
-0.5709,625.5425,-0.5663,-0.5282,-0.6000,-0.5498,240,30,1,1,4,0,0.0046,0.0128,0.0050,6,0.1000,0.6500,2,0,0
