observation,frequency,state_std,state_dev,lim_std,lim_dev,tau_std,tau_dev,d,rule,dpos,trial_type,sigma_q_std,sigma_q_dev,sigma_r,ITI,duration_tones,ISI,trial_n,run_n,session_n
-0.6932,587.7173,-0.5444,-0.3465,-0.6000,-0.3879,16,2,3,0,4,0,0.0174,0.0433,0.0500,5,0.1000,0.6500,0,0,0
-0.5469,633.1789,-0.5628,-0.3465,-0.6000,-0.3879,16,2,3,0,4,0,0.0174,0.0433,0.0500,5,0.1000,0.6500,0,0,0
-0.5736,624.7070,-0.5747,-0.3465,-0.6000,-0.3879,16,2,3,0,4,0,0.0174,0.0433,0.0500,5,0.1000,0.6500,0,0,0
-0.5802,622.6055,-0.5778,-0.3465,-0.6000,-0.3879,16,2,3,0,4,0,0.0174,0.0433,0.0500,5,0.1000,0.6500,0,0,0
-0.3083,712.8229,-0.5967,-0.3465,-0.6000,-0.3879,16,2,3,0,4,1,0.0174,0.0433,0.0500,5,0.1000,0.6500,0,0,0
-0.6078,613.9658,-0.6002,-0.3465,-0.6000,-0.3879,16,2,3,0,4,0,0.0174,0.0433,0.0500,5,0.1000,0.6500,0,0,0
-0.5429,634.4526,-0.6170,-0.3465,-0.6000,-0.3879,16,2,3,0,4,0,0.0174,0.0433,0.0500,5,0.1000,0.6500,0,0,0
-0.4714,657.6299,-0.6040,-0.3465,-0.6000,-0.3879,16,2,3,0,4,0,0.0174,0.0433,0.0500,5,0.1000,0.6500,0,0,0
-0.5875,620.3160,-0.6040,-0.3894,-0.6000,-0.3879,16,2,3,1,4,0,0.0174,0.0433,0.0500,5,0.1000,0.6500,1,0,0
-0.5746,624.3915,-0.5944,-0.3894,-0.6000,-0.3879,16,2,3,1,4,0,0.0174,0.0433,0.0500,5,0.1000,0.6500,1,0,0
-0.5676,626.6151,-0.5896,-0.3894,-0.6000,-0.3879,16,2,3,1,4,0,0.0174,0.0433,0.0500,5,0.1000,0.6500,1,0,0
-0.6480,601.5028,-0.6039,-0.3894,-0.6000,-0.3879,16,2,3,1,4,0,0.0174,0.0433,0.0500,5,0.1000,0.6500,1,0,0
-0.4448,666.4055,-0.5801,-0.3894,-0.6000,-0.3879,16,2,3,1,4,1,0.0174,0.0433,0.0500,5,0.1000,0.6500,1,0,0
-0.6354,605.3935,-0.6081,-0.3894,-0.6000,-0.3879,16,2,3,1,4,0,0.0174,0.0433,0.0500,5,0.1000,0.6500,1,0,0
-0.6649,596.3194,-0.6057,-0.3894,-0.6000,-0.3879,16,2,3,1,4,0,0.0174,0.0433,0.0500,5,0.1000,0.6500,1,0,0
-0.4807,654.5992,-0.5728,-0.3894,-0.6000,-0.3879,16,2,3,1,4,0,0.0174,0.0433,0.0500,5,0.1000,0.6500,1,0,0
-0.6723,594.0629,-0.5728,-0.3685,-0.6000,-0.3879,16,2,3,1,4,0,0.0174,0.0433,0.0500,5,0.1000,0.6500,2,0,0
-0.4903,651.4412,-0.5848,-0.3685,-0.6000,-0.3879,16,2,3,1,4,0,0.0174,0.0433,0.0500,5,0.1000,0.6500,2,0,0
-0.6010,616.0873,-0.6036,-0.3685,-0.6000,-0.3879,16,2,3,1,4,0,0.0174,0.0433,0.0500,5,0.1000,0.6500,2,0,0
-0.5863,620.6896,-0.5828,-0.3685,-0.6000,-0.3879,16,2,3,1,4,0,0.0174,0.0433,0.0500,5,0.1000,0.6500,2,0,0
-0.4256,672.7877,-0.5914,-0.3685,-0.6000,-0.3879,16,2,3,1,4,1,0.0174,0.0433,0.0500,5,0.1000,0.6500,2,0,0
-0.5596,629.1334,-0.6153,-0.3685,-0.6000,-0.3879,16,2,3,1,4,0,0.0174,0.0433,0.0500,5,0.1000,0.6500,2,0,0
-0.6175,610.9274,-0.6045,-0.3685,-0.6000,-0.3879,16,2,3,1,4,0,0.0174,0.0433,0.0500,5,0.1000,0.6500,2,0,0
-0.6046,614.9680,-0.5990,-0.3685,-0.6000,-0.3879,16,2,3,1,4,0,0.0174,0.0433,0.0500,5,0.1000,0.6500,2,0,0
-0.6004,616.2626,-0.5990,-0.3614,-0.6000,-0.3879,16,2,3,1,6,0,0.0174,0.0433,0.0500,5,0.1000,0.6500,3,0,0
-0.6049,614.8612,-0.6123,-0.3614,-0.6000,-0.3879,16,2,3,1,6,0,0.0174,0.0433,0.0500,5,0.1000,0.6500,3,0,0
-0.6159,611.4433,-0.6299,-0.3614,-0.6000,-0.3879,16,2,3,1,6,0,0.0174,0.0433,0.0500,5,0.1000,0.6500,3,0,0
-0.5705,625.6738,-0.6492,-0.3614,-0.6000,-0.3879,16,2,3,1,6,0,0.0174,0.0433,0.0500,5,0.1000,0.6500,3,0,0
-0.5719,625.2535,-0.6408,-0.3614,-0.6000,-0.3879,16,2,3,1,6,0,0.0174,0.0433,0.0500,5,0.1000,0.6500,3,0,0
-0.5982,616.9527,-0.6110,-0.3614,-0.6000,-0.3879,16,2,3,1,6,0,0.0174,0.0433,0.0500,5,0.1000,0.6500,3,0,0
-0.4274,672.2131,-0.6004,-0.3614,-0.6000,-0.3879,16,2,3,1,6,1,0.0174,0.0433,0.0500,5,0.1000,0.6500,3,0,0
-0.6476,601.6359,-0.5929,-0.3614,-0.6000,-0.3879,16,2,3,1,6,0,0.0174,0.0433,0.0500,5,0.1000,0.6500,3,0,0
-0.5830,621.7333,-0.5929,-0.3479,-0.6000,-0.3879,16,2,3,1,6,0,0.0174,0.0433,0.0500,5,0.1000,0.6500,4,0,0
-0.5268,639.6338,-0.5851,-0.3479,-0.6000,-0.3879,16,2,3,1,6,0,0.0174,0.0433,0.0500,5,0.1000,0.6500,4,0,0
-0.6758,593.0080,-0.5738,-0.3479,-0.6000,-0.3879,16,2,3,1,6,0,0.0174,0.0433,0.0500,5,0.1000,0.6500,4,0,0
-0.5434,634.2945,-0.5487,-0.3479,-0.6000,-0.3879,16,2,3,1,6,0,0.0174,0.0433,0.0500,5,0.1000,0.6500,4,0,0
-0.5801,622.6421,-0.5595,-0.3479,-0.6000,-0.3879,16,2,3,1,6,0,0.0174,0.0433,0.0500,5,0.1000,0.6500,4,0,0
-0.5118,644.4621,-0.5327,-0.3479,-0.6000,-0.3879,16,2,3,1,6,0,0.0174,0.0433,0.0500,5,0.1000,0.6500,4,0,0
-0.3346,703.7046,-0.5116,-0.3479,-0.6000,-0.3879,16,2,3,1,6,1,0.0174,0.0433,0.0500,5,0.1000,0.6500,4,0,0
-0.4572,662.3138,-0.5076,-0.3479,-0.6000,-0.3879,16,2,3,1,6,0,0.0174,0.0433,0.0500,5,0.1000,0.6500,4,0,0
-0.5009,647.9867,-0.5076,-0.3683,-0.6000,-0.3879,16,2,3,1,4,0,0.0174,0.0433,0.0500,5,0.1000,0.6500,5,0,0
-0.5358,636.7394,-0.5305,-0.3683,-0.6000,-0.3879,16,2,3,1,4,0,0.0174,0.0433,0.0500,5,0.1000,0.6500,5,0,0
-0.5705,625.6825,-0.5371,-0.3683,-0.6000,-0.3879,16,2,3,1,4,0,0.0174,0.0433,0.0500,5,0.1000,0.6500,5,0,0
-0.5582,629.5772,-0.5405,-0.3683,-0.6000,-0.3879,16,2,3,1,4,0,0.0174,0.0433,0.0500,5,0.1000,0.6500,5,0,0
-0.2657,727.8298,-0.5517,-0.3683,-0.6000,-0.3879,16,2,3,1,4,1,0.0174,0.0433,0.0500,5,0.1000,0.6500,5,0,0
-0.5336,637.4474,-0.5502,-0.3683,-0.6000,-0.3879,16,2,3,1,4,0,0.0174,0.0433,0.0500,5,0.1000,0.6500,5,0,0
-0.5490,632.5166,-0.5485,-0.3683,-0.6000,-0.3879,16,2,3,1,4,0,0.0174,0.0433,0.0500,5,0.1000,0.6500,5,0,0
-0.6104,613.1368,-0.5409,-0.3683,-0.6000,-0.3879,16,2,3,1,4,0,0.0174,0.0433,0.0500,5,0.1000,0.6500,5,0,0
-0.5305,638.4325,-0.5409,-0.3776,-0.6000,-0.3879,16,2,3,0,4,0,0.0174,0.0433,0.0500,5,0.1000,0.6500,6,0,0
-0.5110,644.7259,-0.5319,-0.3776,-0.6000,-0.3879,16,2,3,0,4,0,0.0174,0.0433,0.0500,5,0.1000,0.6500,6,0,0
-0.4924,650.7684,-0.5095,-0.3776,-0.6000,-0.3879,16,2,3,0,4,0,0.0174,0.0433,0.0500,5,0.1000,0.6500,6,0,0
-0.5750,624.2616,-0.5305,-0.3776,-0.6000,-0.3879,16,2,3,0,4,0,0.0174,0.0433,0.0500,5,0.1000,0.6500,6,0,0
-0.4525,663.8482,-0.5514,-0.3776,-0.6000,-0.3879,16,2,3,0,4,1,0.0174,0.0433,0.0500,5,0.1000,0.6500,6,0,0
-0.4784,655.3376,-0.5711,-0.3776,-0.6000,-0.3879,16,2,3,0,4,0,0.0174,0.0433,0.0500,5,0.1000,0.6500,6,0,0
-0.6208,609.9211,-0.5692,-0.3776,-0.6000,-0.3879,16,2,3,0,4,0,0.0174,0.0433,0.0500,5,0.1000,0.6500,6,0,0
-0.6292,607.3091,-0.5778,-0.3776,-0.6000,-0.3879,16,2,3,0,4,0,0.0174,0.0433,0.0500,5,0.1000,0.6500,6,0,0
-0.7060,583.8497,-0.5778,-0.4200,-0.6000,-0.3879,16,2,3,0,2,0,0.0174,0.0433,0.0500,5,0.1000,0.6500,7,0,0
-0.6432,602.9694,-0.5536,-0.4200,-0.6000,-0.3879,16,2,3,0,2,0,0.0174,0.0433,0.0500,5,0.1000,0.6500,7,0,0
-0.4134,676.8909,-0.5681,-0.4200,-0.6000,-0.3879,16,2,3,0,2,1,0.0174,0.0433,0.0500,5,0.1000,0.6500,7,0,0
-0.6429,603.0576,-0.5858,-0.4200,-0.6000,-0.3879,16,2,3,0,2,0,0.0174,0.0433,0.0500,5,0.1000,0.6500,7,0,0
-0.5614,628.5655,-0.5840,-0.4200,-0.6000,-0.3879,16,2,3,0,2,0,0.0174,0.0433,0.0500,5,0.1000,0.6500,7,0,0
-0.5256,639.9996,-0.5882,-0.4200,-0.6000,-0.3879,16,2,3,0,2,0,0.0174,0.0433,0.0500,5,0.1000,0.6500,7,0,0
-0.5263,639.7971,-0.6031,-0.4200,-0.6000,-0.3879,16,2,3,0,2,0,0.0174,0.0433,0.0500,5,0.1000,0.6500,7,0,0
-0.5851,621.0824,-0.5848,-0.4200,-0.6000,-0.3879,16,2,3,0,2,0,0.0174,0.0433,0.0500,5,0.1000,0.6500,7,0,0
-0.5165,642.9408,-0.5848,-0.4383,-0.6000,-0.3879,16,2,3,0,2,0,0.0174,0.0433,0.0500,5,0.1000,0.6500,8,0,0
-0.5082,645.6414,-0.6053,-0.4383,-0.6000,-0.3879,16,2,3,0,2,0,0.0174,0.0433,0.0500,5,0.1000,0.6500,8,0,0
-0.3897,684.8837,-0.5791,-0.4383,-0.6000,-0.3879,16,2,3,0,2,1,0.0174,0.0433,0.0500,5,0.1000,0.6500,8,0,0
-0.5936,618.3870,-0.5924,-0.4383,-0.6000,-0.3879,16,2,3,0,2,0,0.0174,0.0433,0.0500,5,0.1000,0.6500,8,0,0
-0.5080,645.6922,-0.6102,-0.4383,-0.6000,-0.3879,16,2,3,0,2,0,0.0174,0.0433,0.0500,5,0.1000,0.6500,8,0,0
-0.5308,638.3393,-0.5801,-0.4383,-0.6000,-0.3879,16,2,3,0,2,0,0.0174,0.0433,0.0500,5,0.1000,0.6500,8,0,0
